db0_path1,-54.02782975,-53.11334552,-52.64134175,-43.45102306
PathLossCoeff_path1,1.807728232,1.344055173,1.989321774,2.833391943
db0_path2,-51.51594819,-50.11713296,-47.7927178,-47.96076588
PathLossCoeff_path2,2.124834846,1.486451347,2.853054181,1.322591731
