Major,Minor,RSSI1,Time1,Yaw1,RSSI2,Time2,Yaw2,RSSI3,Time3,Yaw3,RSSI4,Time4,Yaw4,RSSI5,Time5,Yaw5,RSSI6,Time6,Yaw6,RSSI7,Time7,Yaw7,RSSI8,Time8,Yaw8,RSSI9,Time9,Yaw9,RSSI10,Time10,Yaw10,RSSI11,Time11,Yaw11,RSSI12,Time12,Yaw12,RSSI13,Time13,Yaw13,RSSI14,Time14,Yaw14,RSSI15,Time15,Yaw15,RSSI16,Time16,Yaw16,RSSI17,Time17,Yaw17,RSSI18,Time18,Yaw18,RSSI19,Time19,Yaw19,RSSI20,Time20,Yaw20,RSSI21,Time21,Yaw21,RSSI22,Time22,Yaw22,RSSI23,Time23,Yaw23,RSSI24,Time24,Yaw24,RSSI25,Time25,Yaw25,RSSI26,Time26,Yaw26,RSSI27,Time27,Yaw27,RSSI28,Time28,Yaw28,RSSI29,Time29,Yaw29,RSSI30,Time30,Yaw30,RSSI31,Time31,Yaw31,RSSI32,Time32,Yaw32,RSSI33,Time33,Yaw33,RSSI34,Time34,Yaw34,RSSI35,Time35,Yaw35,RSSI36,Time36,Yaw36,RSSI37,Time37,Yaw37,RSSI38,Time38,Yaw38,RSSI39,Time39,Yaw39,RSSI40,Time40,Yaw40,RSSI41,Time41,Yaw41,RSSI42,Time42,Yaw42,RSSI43,Time43,Yaw43,RSSI44,Time44,Yaw44,RSSI45,Time45,Yaw45,RSSI46,Time46,Yaw46,RSSI47,Time47,Yaw47,RSSI48,Time48,Yaw48,RSSI49,Time49,Yaw49,RSSI50,Time50,Yaw50,RSSI51,Time51,Yaw51,RSSI52,Time52,Yaw52,RSSI53,Time53,Yaw53,RSSI54,Time54,Yaw54,RSSI55,Time55,Yaw55,RSSI56,Time56,Yaw56,RSSI57,Time57,Yaw57,RSSI58,Time58,Yaw58,RSSI59,Time59,Yaw59,RSSI60,Time60,Yaw60,RSSI61,Time61,Yaw61,RSSI62,Time62,Yaw62,RSSI63,Time63,Yaw63,RSSI64,Time64,Yaw64,RSSI65,Time65,Yaw65,RSSI66,Time66,Yaw66,RSSI67,Time67,Yaw67,RSSI68,Time68,Yaw68,RSSI69,Time69,Yaw69,RSSI70,Time70,Yaw70,RSSI71,Time71,Yaw71,RSSI72,Time72,Yaw72,RSSI73,Time73,Yaw73,RSSI74,Time74,Yaw74,RSSI75,Time75,Yaw75,RSSI76,Time76,Yaw76,RSSI77,Time77,Yaw77,RSSI78,Time78,Yaw78,RSSI79,Time79,Yaw79,RSSI80,Time80,Yaw80,RSSI81,Time81,Yaw81,RSSI82,Time82,Yaw82,RSSI83,Time83,Yaw83,RSSI84,Time84,Yaw84,RSSI85,Time85,Yaw85,RSSI86,Time86,Yaw86,RSSI87,Time87,Yaw87,RSSI88,Time88,Yaw88,RSSI89,Time89,Yaw89,RSSI90,Time90,Yaw90,RSSI91,Time91,Yaw91,RSSI92,Time92,Yaw92,RSSI93,Time93,Yaw93,RSSI94,Time94,Yaw94,RSSI95,Time95,Yaw95,RSSI96,Time96,Yaw96,RSSI97,Time97,Yaw97,RSSI98,Time98,Yaw98,RSSI99,Time99,Yaw99,RSSI100,Time100,Yaw100
1,2,0,10:30:56,72.06,0,10:30:57,71.68,0,10:30:58,73.23,0,10:30:59,73.21,-80,10:31:00,71.85,0,10:31:01,71.83,0,10:31:02,71.82,-81,10:31:03,71.61,-77,10:31:04,71.37,-75,10:31:05,71.40,0,10:31:06,72.07,-79,10:31:07,72.30,-76,10:31:09,71.60,-73,10:31:10,72.49,-73,10:31:11,74.64,-71,10:31:13,74.51,-71,10:31:13,74.51,-73,10:31:14,79.22,-74,10:31:15,85.00,-69,10:31:16,76.25,-69,10:31:17,78.03,-71,10:31:18,80.56,-69,10:31:19,69.99,-68,10:31:20,138.17,-69,10:31:21,-150.03,-63,10:31:22,-50.13,-62,10:31:23,-43.71,-62,10:31:24,-34.08,-71,10:31:25,-21.09,-75,10:31:26,-10.45,0,10:31:27,45.45,0,10:31:28,51.75,0,10:31:29,50.64,-79,10:31:30,49.73,-79,10:31:31,50.30,0,10:31:32,50.71,0,10:31:33,59.85,0,10:31:34,55.68,0,10:31:35,64.87,0,10:31:36,71.05,0,10:31:37,55.76,0,10:31:38,47.49,0,10:31:39,47.79,0,10:31:40,47.35,0,10:31:41,47.52,0,10:31:42,47.46,0,10:31:43,45.57,0,10:31:44,44.26,0,10:31:45,44.98,0,10:31:46,42.81,0,10:31:47,43.86,0,10:31:48,43.96,0,10:31:49,43.36,0,10:31:50,42.44,0,10:31:51,44.14,0,11:11:30,80.20,0,11:11:31,80.34,0,11:11:32,77.83,0,11:11:33,81.93,0,11:11:34,80.87,0,11:11:35,25.39,0,11:11:36,9.43,0,11:11:37,71.05,0,11:11:38,81.58,0,11:11:39,84.71,0,11:11:40,82.87
1,4,0,10:37:28,166.68,0,10:44:52,136.56,0,10:44:53,135.47,0,10:44:54,135.32,0,10:44:55,135.12,0,10:44:56,134.99,0,10:44:57,135.71,0,10:44:58,135.98,0,10:44:59,135.99,0,10:45:00,135.91,0,10:45:01,136.89,0,10:45:02,136.41,0,10:45:03,135.50,0,10:45:04,135.04,0,10:45:05,133.11,0,10:45:06,132.02,0,10:45:07,132.14,0,10:45:08,132.51,0,10:45:09,132.36,0,10:45:10,132.72,0,10:45:11,132.64,0,10:45:12,132.79,0,10:45:13,132.44,0,10:45:14,132.97,0,10:45:15,132.38,0,10:45:16,132.97,0,10:45:17,132.57,0,10:45:18,132.09,0,10:45:19,132.30,0,10:45:20,133.43,0,10:45:21,135.34,0,10:45:22,134.77,0,10:45:23,133.28,0,10:45:24,163.04,0,10:45:25,133.21,0,10:45:26,137.60,0,10:45:27,136.42,0,10:45:28,132.32,0,10:45:29,135.24,0,10:45:30,134.86,0,10:45:31,134.08,0,10:45:32,134.87,0,10:45:33,133.38,0,10:45:34,134.13,0,10:45:35,134.23,0,10:45:36,132.01,0,10:45:37,132.61,0,10:45:38,143.01,0,10:45:39,150.43,0,10:45:40,141.67,0,10:45:41,139.66,0,10:45:42,145.31,0,10:45:43,150.38,0,10:45:44,145.43,0,10:45:45,146.84,0,10:45:46,146.75,0,10:45:47,144.18,0,10:45:48,143.84,0,10:45:49,143.25,0,10:45:50,145.75,0,10:45:51,142.64,0,10:45:53,144.38,0,10:45:54,144.53,0,10:45:55,144.77,0,10:45:56,143.12,0,10:45:57,143.82,0,10:45:58,143.87,0,10:45:59,144.01,0,10:46:00,144.34,0,10:46:01,144.54,0,10:46:02,144.42,0,10:46:03,144.82,0,10:46:04,142.33,0,10:46:05,142.01,0,10:46:06,141.59,0,10:46:07,142.17,0,10:46:08,142.17,0,10:46:09,142.22,0,10:46:10,141.97,0,10:46:11,142.05,0,10:46:12,142.29,0,10:46:13,143.02,0,10:46:14,141.73,0,10:46:17,140.89,0,10:46:18,141.90,0,10:46:19,141.50,0,10:46:20,140.56,0,10:46:21,134.40,0,10:46:22,106.83,0,10:46:23,85.25,0,10:46:24,63.66,0,10:46:25,60.61,0,10:46:26,59.29,0,10:46:27,61.76,0,10:46:28,61.05,0,10:46:29,63.51,0,10:48:37,94.92,0,10:48:38,75.80,0,10:48:39,74.81,0,10:48:40,69.68,0,10:48:41,74.37,0,10:48:42,74.54,0,10:48:43,75.17,0,10:48:44,75.27,0,10:48:45,75.93,0,10:48:46,74.86
